Address1,Address2,Availability,Price,Beds,Baths,Sqft
"2920 Coral Way, Seguin, TX 78155","Seguin, TX 78155",For Sale,400000,4,3,2385
"814 Orange St, North Little Rock, AR 72114","North Little Rock, AR 72114",For Sale,79000,2,1,1100
"410 E 2nd Ave, Emporia, KS 66801","Emporia, KS 66801",Pending,69000,1,2,949
"4165 Scott Farm Loop, Van Buren, AR 72956","Van Buren, AR 72956",For Sale,51000,,,
"512 Townshend Dr NE, Hanceville, AL 35077","Hanceville, AL 35077",Contingent,339900,4,3,2603
"50 Legacy Point Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,203175,,,
"1396 Ward Mountain Rd NE, Rome, GA 30161","Rome, GA 30161",For Sale,264000,3,2,1629
"205 Meadowbrook Dr, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,369900,3,2,1667
"Pine Seed Trl Lot 3, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,187000,,,
"Forest Ridge Dr, Wilkesboro, NC 28697","Wilkesboro, NC 28697",For Sale,35000,,,
"235 County Road 1161, Carthage, TX 75633","Carthage, TX 75633",Pending,159500,4,2,2128
"10828 Harvest Mill Pl, Glen Allen, VA 23059","Glen Allen, VA 23059",Pending,808945,5,4,3508
"000 White Oak Rd, Pineville, MO 64854","Pineville, MO 64854",For Sale,2790000,,,
"2594W Plan, The Village of Mill Creek 50' CommunitySeguin, TX","Seguin, TX",For Sale,From455900,4,3,2594
"2259 Sweet Home Rd, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,389000,,,
"4715 11th St Unit 9, East Moline, IL 61244","East Moline, IL 61244",For Sale,145000,3,2.5,1782
,,For Sale,124999,,,
"916 Lakewood Dr, Monett, MO 65708","Monett, MO 65708",Pending,334900,4,3,2587
"282 E Compass Way, Easley, SC 29640","Easley, SC 29640",For Sale,234000,3,2.5,1634
"245th St, Letts, IA 52754","Letts, IA 52754",For Sale,1275191,,,
"4009 Golden Oaks Dr, Haltom City, TX 76117","Haltom City, TX 76117",Pending,319000,3,2,2100
"633 Polk Road 19, Cove, AR 71937","Cove, AR 71937",For Sale,2200000,4,3,2711
"3542 Thomas St, Jacksonville, FL 32254","Jacksonville, FL 32254",Pending,139000,3,1,1240
"844 Gerardia Ct, Seguin, TX 78155","Seguin, TX 78155",For Sale,315490,4,3,2175
"4808 Matar St, Haltom City, TX 76117","Haltom City, TX 76117",For Sale,244900,3,2,1430
"1115 Curtis Sykes Dr, North Little Rock, AR 72114","North Little Rock, AR 72114",Pending,17000,3,1,1257
"2726W Plan, The Village of Mill Creek 60' CommunitySeguin, TX","Seguin, TX",For Sale,From486900,4,3,2726
"5 Twisted Timbers Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,695000,3,3,880
"001 Hwy Lot 1, Carthage, MS 39051","Carthage, MS 39051",For Sale,140000,,,
"262 Ashland Dr SW, Hanceville, AL 35077","Hanceville, AL 35077",For Sale,253540,3,2,1537
"2925 Greenbriar, Seguin, TX 78155","Seguin, TX 78155",For Sale,349990,4,3,2188
"806 S 4th St, Rogers, AR 72756","Rogers, AR 72756",For Sale,399000,2,2,1643
"621 Oleander Crk, Seguin, TX 78155","Seguin, TX 78155",For Sale,318990,3,2,1930
"5009 Hickory Downs Ct, Glen Allen, VA 23059","Glen Allen, VA 23059",For Sale,489000,3,2,2013
"Leelanau Highlands Lot 62, Traverse City, MI 49684","Traverse City, MI 49684",For Sale,65000,,,
"10546 Napa Rd, Rogers, AR 72756","Rogers, AR 72756",For Sale,1995000,4,3,4080
"Barnes Rd, Traverse City, MI 49684","Traverse City, MI 49684",For Sale,60000,,,
"9500 S Parker Rd, Traverse City, MI 49684","Traverse City, MI 49684",For Sale,1350000,3,2,1968
"3025 Fletcher Aly, Glen Allen, VA 23059","Glen Allen, VA 23059",Pending,490525,3,3,2418
"16945 Cedar Ln, Dexter, MO 63841","Dexter, MO 63841",Pending,349000,5,3,3352
"1915 Lamar St, Vernon, TX 76384","Vernon, TX 76384",For Sale,75000,2,1.5,1487
"2750 Alabama Highway 205 S, Albertville, AL 35950","Albertville, AL 35950",For Sale,295000,5,1,3718
"Western Pine Way Lot 27, Sanford, NC 27332","Sanford, NC 27332",For Sale,406000,3,3,2604
"Heritage Park, White Hall, AR 71602","White Hall, AR 71602",Pending,6500,,,
"1310 Shipley St, Springdale, AR 72764","Springdale, AR 72764",Pending,184900,3,1,1273
"624 County Road 183, Carthage, TX 75633","Carthage, TX 75633",Pending,105000,3,2,1880
"500 Bayhill Cir, Dakota Dunes, SD 57049","Dakota Dunes, SD 57049",For Sale,6000000,4,5.5,9092
"422 S Hazelwood St, Sherman, TX 75090","Sherman, TX 75090",Pending,15000,,,
"10669 Emeline Dr, Glen Allen, VA 23059","Glen Allen, VA 23059",Pending,651055,4,4,2775
"Shawano St, New London, WI 54961","New London, WI 54961",For Sale,320000,,,
"505 W Sabine St, Carthage, TX 75633","Carthage, TX 75633",For Sale,36500,,,
"1804 W Main St, Clarksville, AR 72830","Clarksville, AR 72830",Pending,88500,2,1,
"Highway 67, Hope, AR 71801","Hope, AR 71801",For Sale,15000,,,
"216 Orchard Dr, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,374900,3,2.5,2485
"4645 W Tofino Dr, Fayetteville, AR 72704","Fayetteville, AR 72704",Pending,312730,3,2,1543
"2604 E Highway 371, Nashville, AR 71852","Nashville, AR 71852",Pending,109900,3,2,1888
"3501 Old Pageland Monroe Rd, Monroe, NC 28112","Monroe, NC 28112",Pending,397500,2,2,1456
"522 Farquar Ave, Corydon, IN 47112","Corydon, IN 47112",For Sale,289900,3,2,2413
"12848 12868 S West Bay Shr Unit 17, Traverse City, MI 49684","Traverse City, MI 49684",Contingent,999000,2,2.5,1567
"3053 Shine St, Glen Allen, VA 23059","Glen Allen, VA 23059",Pending,649950,5,4,3072
"15989 Cypress Ln, Rogers, AR 72756","Rogers, AR 72756",Pending,210000,2,2,1032
"2058 Fanestil Dr, Emporia, KS 66801","Emporia, KS 66801",For Sale,219900,3,2,1442
"1715 Sycamore Dr, Sedalia, MO 65301","Sedalia, MO 65301",For Sale,649900,5,4.5,3853
"160 Bass Rd, Vienna, GA 31092","Vienna, GA 31092",For Sale,242900,3,2,1710
"266 E Compass Way, Easley, SC 29640","Easley, SC 29640",For Sale,238000,3,2.5,1729
"Fieldstone Dr Lot 70, Rome, GA 30161","Rome, GA 30161",For Sale,24900,,,
"509 Cypress Arbor, Seguin, TX 78155","Seguin, TX 78155",For Sale,299990,3,2,1930
"48 Slosheye Trail Estates Rd, Vienna, GA 31092","Vienna, GA 31092",Pending,445000,4,3.5,3425
"1618 Highway 81 N, Calhoun, KY 42327","Calhoun, KY 42327",Pending,159900,3,1,1812
"102 Turtle Ln, Seguin, TX 78155","Seguin, TX 78155",For Sale,1150000,4,3,2119
"48 County Road 8112, Green Forest, AR 72638","Green Forest, AR 72638",Pending,90000,3,2,1421
"4870 Stallions Gait Rd, Cumming, GA 30040","Cumming, GA 30040",For Sale,1397795,5,5,3866
"3116 Little Creek Path, Seguin, TX 78155","Seguin, TX 78155",For Sale,559900,4,3,2943
"103 Blue Spruce Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,759000,2,2.5,1845
"Merriweather Addition Lot 1, Johnson Lake, NE 68850","Johnson Lake, NE 68850",For Sale,425000,,,
"2952 N Poppy Ln, Fayetteville, AR 72704","Fayetteville, AR 72704",Pending,497820,4,2.5,2324
"111 N Star St, Hutchinson, KS 67501","Hutchinson, KS 67501",Pending,19900,2,1,832
"Hidden Pines Loop Lot 27, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,158000,,,
"4316 Joy Lee St, Haltom City, TX 76117","Haltom City, TX 76117",Pending,254000,3,2,1768
"223 Glenwood Rd, Easley, SC 29640","Easley, SC 29640",For Sale,282500,3,2,
"3800 N Parsley Rd, Amarillo, TX 79108","Amarillo, TX 79108",Pending,299900,3,2,1404
"3469 Canyon Rdg, Seguin, TX 78155","Seguin, TX 78155",For Sale,286917,4,2,1699
"2944 N Poppy Ln, Fayetteville, AR 72704","Fayetteville, AR 72704",Pending,425880,3,2,1824
"14049 Wolf Dr, Rogers, AR 72756","Rogers, AR 72756",For Sale,985000,4,3,2883
"2795 Garnet Ct Lot 31, Traverse City, MI 49684","Traverse City, MI 49684",For Sale,40000,,,
"10972 Dairybarn Ln, Alexandria, KY 41001","Alexandria, KY 41001",For Sale,514401,4,2,2527
"3794 Canton Hwy, Cumming, GA 30040","Cumming, GA 30040",For Sale,1150500,,,
"1525 S Barrett Ave, Sedalia, MO 65301","Sedalia, MO 65301",Pending,214900,3,3,1918
"9721 Yuma St, Houston, TX 77029","Houston, TX 77029",For Sale,339990,6,4,1744
"Highway 558, Albany, KY 42602","Albany, KY 42602",For Sale,349900,,,
"Emerson Plan, NorthView - Dream CommunityEasley, SC","Easley, SC",For Sale,From324499,5,2.5,2306
"11276 Posy Mountain Turnoff Rd, Rogers, AR 72756","Rogers, AR 72756",For Sale,49900,,,
"740 Ashwood Way Unit 126, Easley, SC 29640","Easley, SC 29640",For Sale,277490,3,2.5,1518
"Canary Dr Lot 22, Rogers, AR 72756","Rogers, AR 72756",For Sale,30000,,,
"9071 Navarro Vis, Seguin, TX 78155","Seguin, TX 78155",Pending,266999,4,2,1667
"191 Cobblestone Place Dr, Goodlettsville, TN 37072","Goodlettsville, TN 37072",Contingent,295000,2,2.5,1312
"Dartmouth Plan, Heritage Village CommunityHaltom City, TX","Haltom City, TX",For Sale,From293990,2,2,1167
"6331 96th Ave, Zeeland, MI 49464","Zeeland, MI 49464",For Sale,349000,3,2,2189
"The Midland Plan, Swenson Heights CommunitySeguin, TX","Seguin, TX",For Sale,From314990,4,3,2164
"331 Parker St, North Little Rock, AR 72114","North Little Rock, AR 72114",Contingent,340900,3,2.5,1725
"912 Jonathan Cir, Norfolk, NE 68701","Norfolk, NE 68701",For Sale,239900,2,2,1419
"1814 Brynnwood Trce, New London, WI 54961","New London, WI 54961",For Sale,339900,3,3,1805
"5602 W Knight Ave, Pine Bluff, AR 71602","Pine Bluff, AR 71602",For Sale,5000,,,
"127 Rd Slip Line, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,650000,1,2,1342
"1306 Susan St, Dexter, MO 63841","Dexter, MO 63841",Pending,163000,2,2,1412
"517 Hunley St, Monroe, NC 28112","Monroe, NC 28112",Contingent,275000,3,2,1357
"4907 Christopher Run Dr, Monroe, NC 28112","Monroe, NC 28112",Contingent,384900,3,2,1622
"3052 Bernice Ave, Warren, MI 48091","Warren, MI 48091",For Sale,300000,3,2,1612
"70 Wolfgang Ln, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,179280,,,
"1015 Ethelwood Rd, Glen Allen, VA 23059","Glen Allen, VA 23059",Pending,357000,5,2,2250
"10836 Harvest Mill Pl, Glen Allen, VA 23059","Glen Allen, VA 23059",Pending,810075,5,4,3558
"6007 Redwood Dr, Storm Lake, IA 50588","Storm Lake, IA 50588",For Sale,235000,3,3,2661
"4234 W Buckaroo St, Fayetteville, AR 72704","Fayetteville, AR 72704",For Sale,363000,3,2,1815
"12437 Wildwood Dr, Rogers, AR 72756","Rogers, AR 72756",Pending,799000,4,3.5,3732
"1714 N Quincy St, Enid, OK 73701","Enid, OK 73701",For Sale,129900,3,2,1410
"S Eisenhower, Monett, MO 65708","Monett, MO 65708",For Sale,300000,,,
"310 Red Maple St, Bowling Green, KY 42101","Bowling Green, KY 42101",Pending,249900,3,2,1491
"1302 McKennon St, Berryville, AR 72616","Berryville, AR 72616",Pending,265000,3,2,2020
"Tbd the Farm 2 Peterson Pond Dr Lot 43, Wilkesboro, NC 28697","Wilkesboro, NC 28697",For Sale,85500,,,
"704 Lafayette Dr, Logansport, IN 46947","Logansport, IN 46947",For Sale,595000,8,8,4818
"5088 E Shady Grove Rd, Union City, TN 38261","Union City, TN 38261",Pending,189500,3,1,1060
"The Bradley Plan, 78 South CommunitySanford, NC","Sanford, NC",For Sale,From299900,3,2,1679
"15 Longview Rd Lot 15, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,150000,,,
"6776 Studebaker Ave, Warren, MI 48091","Warren, MI 48091",For Sale,114900,3,1,1000
"192 N Parker Ln, Carthage, TX 75633","Carthage, TX 75633",For Sale,323000,4,3,3256
"5005 Moss Creek Dr, Cumming, GA 30040","Cumming, GA 30040",For Sale,687000,4,3.5,3184
"209 Creek Falls Xing, Easley, SC 29640","Easley, SC 29640",Contingent,524900,3,2.5,
"864 E Sawgrass Trl, Dakota Dunes, SD 57049","Dakota Dunes, SD 57049",For Sale,2550000,6,6,6209
"48 Brooke Ct, Rome, GA 30161","Rome, GA 30161",For Sale,273355,3,2.5,1801
"2797W Plan, The Village of Mill Creek 50' CommunitySeguin, TX","Seguin, TX",For Sale,From480900,4,3,2797
"757 W Martin Ave, Amherst, OH 44001","Amherst, OH 44001",For Sale,255000,4,3,2016
"202 Miller Way, Monett, MO 65708","Monett, MO 65708",Pending,338900,5,3,2925
"131 Marlin Dr, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,598500,3,2,1400
"11 Acres Massengale Rd, Clarksville, AR 72830","Clarksville, AR 72830",For Sale,215000,,,
"2475 Belpine Loop, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,595000,3,2,2601
"Southpoint Ln, Dardanelle, AR 72834","Dardanelle, AR 72834",For Sale,99900,,,
"Plan Cambridge, Bel Air Village: 50ft. lots CommunitySherman, TX","Sherman, TX",For Sale,From489990,4,4,2960
"8252 E Boca Vista Trl Lot 20, Traverse City, MI 49684","Traverse City, MI 49684",For Sale,32900,,,
"15946 Bayberry Ln, San Lorenzo, CA 94580","San Lorenzo, CA 94580",Pending,949000,4,3,1948
"259 Scott Farm Dr, Van Buren, AR 72956","Van Buren, AR 72956",For Sale,52920,,,
"218 Yeoman Dr, Easley, SC 29640","Easley, SC 29640",For Sale,685000,4,3,3700
"49 Nassau Ln, Sanford, NC 27332","Sanford, NC 27332",For Sale,650000,5,3,3637
"6098 Rivermere Ln, Glen Allen, VA 23059","Glen Allen, VA 23059",For Sale,702000,4,3,2900
"Piney Grove Ln, Cumming, GA 30040","Cumming, GA 30040",For Sale,150000,,,
"714 Randolph St Unit 412, Traverse City, MI 49684","Traverse City, MI 49684",Pending,579000,2,2,1105
"708 Cotton St, Monroe, NC 28112","Monroe, NC 28112",Pending,3000000,41,41,43800
"331 Colonial Dr, Jackson, MS 39204","Jackson, MS 39204",For Sale,45000,4,2,2342
"Woods Rd, Blountsville, AL 35031","Blountsville, AL 35031",For Sale,95200,,,
"105 Pine Shore Ln, Russellville, AR 72802","Russellville, AR 72802",For Sale,565000,3,2.5,2900
"20 Buttonwood Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,249000,,,
"Lot 76, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,190000,,,
"11 N Manhattan Way, Fayetteville, AR 72704","Fayetteville, AR 72704",Pending,344537,3,2,1757
"2169W Plan, The Village of Mill Creek 50' CommunitySeguin, TX","Seguin, TX",For Sale,From419900,4,3,2169
"9548 Fields Dr, Zeeland, MI 49464","Zeeland, MI 49464",For Sale,449900,3,2,1627
"70 Rainbow Cir, Albertville, AL 35950","Albertville, AL 35950",For Sale,20900,,,
"48 SW Hickory St SW, Rome, GA 30161","Rome, GA 30161",Contingent,225000,2,1,1345
"1314 E 2nd St SE # E, Rome, GA 30161","Rome, GA 30161",For Sale,118000,2,1,1510
"513 Brown St SW, Rome, GA 30161","Rome, GA 30161",For Sale,18000,,,
"600 Godfrey Ave, White Hall, AR 71602","White Hall, AR 71602",For Sale,261000,4,2.5,2535
"400 S Dearborn St, White Hall, AR 71602","White Hall, AR 71602",For Sale,5000,,,
"9865 W State Highway 3, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,4500000,,,
"155 Harborview Dr, Sanford, NC 27332","Sanford, NC 27332",Pending,369500,3,2.5,2179
"7170 Zolman Rd, Hutchinson, KS 67501","Hutchinson, KS 67501",For Sale,150000,3,2,1848
"2536 Hiddenbrooke Trce, Seguin, TX 78155","Seguin, TX 78155",For Sale,262000,3,2.5,1432
"1304 Lena St, Monroe, NC 28112","Monroe, NC 28112",For Sale,385000,4,2.5,1850
"503 N 38th St, Council Bluffs, IA 51501","Council Bluffs, IA 51501",Pending,195000,3,2,1599
"407 E 17th St, Hope, AR 71801","Hope, AR 71801",For Sale,215000,3,2,2062
"25851 Anderson School Rd, Sedalia, MO 65301","Sedalia, MO 65301",Pending,375000,4,3.5,2486
"Hunters Rdg Lot 38, Sedalia, MO 65301","Sedalia, MO 65301",For Sale,19900,,,
"330 E State St Unit 208, Traverse City, MI 49684","Traverse City, MI 49684",Pending,452464,1,1.5,1217
"262 County Road 452, Berryville, AR 72616","Berryville, AR 72616",For Sale,234500,2,2,1350
"Titleist Ln Lot 7, Rogers, AR 72756","Rogers, AR 72756",For Sale,59000,,,
"599 Timber Crk, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,166278,,,
"16556 E Hewitt Springs Rd, Springdale, AR 72764","Springdale, AR 72764",For Sale,1225000,5,2.5+,3744
"905 7th St, Kalona, IA 52247","Kalona, IA 52247",Contingent,210000,2,1.5,1089
"The Shepherd Plan, Timber Ridge CommunityMonroe, NC","Monroe, NC",For Sale,From328400,4,2.5,2078
"80 Fortitude Path Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,219750,,,
"1220 Lafayette St, Waterloo, IA 50703","Waterloo, IA 50703",Pending,52000,3,2,1248
"7807 Villanow Dr, Sanford, NC 27332","Sanford, NC 27332",Pending,450000,3,2.5,2807
"4242 W Bronco Dr, Fayetteville, AR 72704","Fayetteville, AR 72704",Pending,434906,4,3.5,2153
"Interstate Dr Lot 61 and Freeway Ln, Clarksville, AR 72830","Clarksville, AR 72830",For Sale,99000,,,
"6745 Riviera Dr, North Richland Hills, TX 76180","North Richland Hills, TX 76180",Pending,359800,3,2,1922
"11240 N 144th St, Waverly, NE 68462","Waverly, NE 68462",Pending,245000,3,3,1780
"5804 San Geronimo, Seguin, TX 78155","Seguin, TX 78155",Pending,257999,3,2,1440
"2173 Highway 82 S, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,1790000,,,
"Pineda Plan, Greenfield CommunitySeguin, TX","Seguin, TX",For Sale,From261490,3,2,1332
"9041 Austin Rdg, Seguin, TX 78155","Seguin, TX 78155",Pending,321999,4,2,1667
"3501 Donald Dr, Seguin, TX 78155","Seguin, TX 78155",For Sale,341685,3,2,1630
"6301 Richardsville Rd, Bowling Green, KY 42101","Bowling Green, KY 42101",Pending,143100,4,2,1944
"1007 E 3rd St, Washington, IA 52353","Washington, IA 52353",For Sale,163000,3,2,1850
"705 Cypress St Unit 6, Traverse City, MI 49684","Traverse City, MI 49684",For Sale,439000,1,1,587
"E Birch Point Rd, Traverse City, MI 49684","Traverse City, MI 49684",For Sale,599900,,,
"Tract 6 80 Acres Mol, Enid, OK 73701","Enid, OK 73701",For Sale,296000,,,
"320 Lucian Sorrel Rd, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,599900,1,1,1200
"100 Placid Grove Ln Apt 1604, Goodlettsville, TN 37072","Goodlettsville, TN 37072",For Sale,400000,2,2,1452
"Caddo Spgs Lot B, Clarksville, AR 72830","Clarksville, AR 72830",For Sale,15000,,,
"4316 Jerry Ln, Haltom City, TX 76117","Haltom City, TX 76117",Pending,295000,3,2,1608
"45 Sweetwater Ln, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,618000,1,2,1455
"3160 Amble Valley Ave, Cumming, GA 30040","Cumming, GA 30040",Pending,695545,5,4,3283
"149 Couey Cir NE, Rome, GA 30161","Rome, GA 30161",Contingent,219500,3,1.5,
"4930 Heirloom Overlook, Cumming, GA 30040","Cumming, GA 30040",For Sale,660290,3,2.5,2953
"1313 W Bishop Dr, Rogers, AR 72756","Rogers, AR 72756",Pending,230000,4,1.5,1314
"3087 N County Road 925 E, Logansport, IN 46947","Logansport, IN 46947",For Sale,1800000,,,
"1500 Dallas St, Fort Smith, AR 72901","Fort Smith, AR 72901",For Sale,665000,,,7200
"3406 9th Ave, Council Bluffs, IA 51501","Council Bluffs, IA 51501",Pending,139900,2,1,720
"5900 Cripple Creek Trl, North Richland Hills, TX 76180","North Richland Hills, TX 76180",Contingent,625000,4,4,4371
"3126 Brooking Park Ave, Sedalia, MO 65301","Sedalia, MO 65301",For Sale,89850,2,1,976
"2306 Road N, Emporia, KS 66801","Emporia, KS 66801",Pending,260000,3,2,1728
"801 E 11th St, Lexington, NE 68850","Lexington, NE 68850",For Sale,260000,4,2,1976
"655 Chinook Rd, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,950000,5,3.5,2000
"1501 N Clydesdale Dr, Hutchinson, KS 67501","Hutchinson, KS 67501",Contingent,225000,3,1,2043
"246 Interlaken Ct, Zeeland, MI 49464","Zeeland, MI 49464",Pending,295000,2,2.5,2188
"3873 Kent Ln, Springdale, AR 72764","Springdale, AR 72764",Pending,302000,3,2,1487
"125 Pierce Ave, Springdale, AR 72764","Springdale, AR 72764",Pending,99900,1,1,520
"4915 Heirloom Overlook, Cumming, GA 30040","Cumming, GA 30040",For Sale,680233,4,3.5,3613
"83712 555th Ave, Norfolk, NE 68701","Norfolk, NE 68701",For Sale,634000,4,3,3591
"Houston Plan, Bel Air Village Townhomes CommunitySherman, TX","Sherman, TX",For Sale,From286990,2,2.5,1577
"W State Highway 90 Lot 6, Noel, MO 64854","Noel, MO 64854",For Sale,132000,,,
"271 County Road 853, Green Forest, AR 72638","Green Forest, AR 72638",Pending,180000,3,2,1798
"400/402 Hudson St, Seguin, TX 78155","Seguin, TX 78155",For Sale,429000,6,4,2192
"5234 Benning Rd, Jacksonville, FL 32254","Jacksonville, FL 32254",For Sale,197000,3,2,1010
"1307 Secrest Commons Dr, Monroe, NC 28112","Monroe, NC 28112",For Sale,407890,4,2.5,2824
"151 Cajun Crossing Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,162810,,,
"760 Ashwood Way Unit 121, Easley, SC 29640","Easley, SC 29640",For Sale,276490,3,2.5,
"Prosperity Dr, South Hutchinson, KS 67505","South Hutchinson, KS 67505",For Sale,101280,,,
"4 Hilltop Dr, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,205200,,,
"309 Neosho St, Emporia, KS 66801","Emporia, KS 66801",For Sale,15500,,,
"506 W Cheatham St, Union City, TN 38261","Union City, TN 38261",For Sale,150000,3,2,1512
"7058 Rivermere Ln, Glen Allen, VA 23059","Glen Allen, VA 23059",Pending,468775,3,2.5,2418
"105 Limp Limb Ct, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,200000,,,
"2948 Greenbriar, Seguin, TX 78155","Seguin, TX 78155",For Sale,369990,4,3,2678
"15832 Pear Wc 2184 Cir, Fayetteville, AR 72704","Fayetteville, AR 72704",Pending,283500,3,2,1750
"Lavon Plan, Meadow Crest CommunityNorth Richland Hills, TX","North Richland Hills, TX",For Sale,From379708,3,2.5,2261
